date,open,high,low,close,volume
1991-09-23,3.7536,3.7623,3.7291,3.7377,635600
1991-09-24,3.7536,3.7623,3.7046,3.7125,1208400
1991-09-25,3.7125,3.7205,3.6211,3.6383,1782400
1991-09-26,3.6462,3.6794,3.6383,3.6462,889600
1991-09-27,3.6628,3.7046,3.6297,3.6462,896800
1991-09-30,3.6462,3.7046,3.6383,3.7046,692800
1991-10-01,3.7125,3.7536,3.7125,3.7536,660400
1991-10-02,3.7536,3.7536,3.6960,3.7046,662000
1991-10-03,3.6960,3.7536,3.6874,3.7457,835600
1991-10-04,3.7267,3.7347,3.6763,3.7099,1289600
1991-10-07,3.6931,3.6931,3.6515,3.6515,1180800
1991-10-08,3.6850,3.7267,3.6763,3.7267,638800
1991-10-09,3.7099,3.7186,3.6092,3.6179,1479200
1991-10-10,3.6340,3.6931,3.6260,3.6931,809600
1991-10-11,3.6931,3.7099,3.6763,3.7099,549200
1991-10-14,3.7267,3.7435,3.7186,3.7347,470000
1991-10-15,3.7522,3.8019,3.7522,3.7858,1594000
1991-10-16,3.7938,3.7938,3.7522,3.7603,1105600
1991-10-17,3.7938,3.8106,3.7770,3.7858,2499200
1991-10-18,3.7858,3.8778,3.7858,3.8529,2023600
1991-10-21,3.8529,3.8690,3.8355,3.8690,924800
1991-10-22,3.8690,3.8865,3.8442,3.8529,1144000
1991-10-23,3.8690,3.8690,3.7938,3.7938,873600
1991-10-24,3.8106,3.8106,3.7435,3.7603,722000
1991-10-25,3.7683,3.8019,3.7522,3.7858,978800
1991-10-28,3.8106,3.8690,3.8106,3.8690,906000
1991-10-29,3.8778,3.9536,3.8690,3.9449,1490400
1991-10-30,3.9785,3.9953,3.9617,3.9872,1224800
1991-10-31,3.9953,4.0369,3.9872,4.0369,1990000
1991-11-01,4.0544,4.0879,4.0369,4.0544,2954000
1991-11-04,4.0369,4.0369,3.9617,3.9953,1477600
1991-11-05,4.0121,4.0288,3.9698,3.9785,1706400
1991-11-06,3.9698,4.0369,3.9536,4.0288,2477600
1991-11-07,4.0288,4.0792,4.0288,4.0792,1593200
1991-11-08,4.0960,4.1128,4.0544,4.0792,1294800
1991-11-11,4.0792,4.0960,4.0369,4.0369,900000
1991-11-12,4.0624,4.0705,4.0369,4.0705,1448800
1991-11-13,4.0705,4.0792,4.0369,4.0544,793200
1991-11-14,4.0879,4.0879,4.0544,4.0544,1108800
1991-11-15,4.0456,4.0544,3.9281,3.9281,1449200
1991-11-18,3.9449,3.9617,3.9113,3.9536,2512400
1991-11-19,3.9113,3.9201,3.8019,3.8865,1632400
1991-11-20,3.9201,3.9617,3.9113,3.9362,1571600
1991-11-21,3.9362,3.9872,3.9201,3.9872,1219600
1991-11-22,3.9785,3.9785,3.8274,3.8610,1523600
1991-11-25,3.8442,3.8865,3.8019,3.8529,1912400
1991-11-26,3.8610,3.8865,3.7858,3.8690,2244000
1991-11-27,3.8690,3.8778,3.8193,3.8529,629600
1991-11-29,3.8442,3.8945,3.8355,3.8778,258800
1991-12-02,3.8442,3.9026,3.8274,3.8945,1260800
1991-12-03,3.8690,3.9026,3.8442,3.8529,1072400
1991-12-04,3.8610,3.8778,3.8106,3.8778,1710000
1991-12-05,3.8610,3.8778,3.8106,3.8193,1089200
1991-12-06,3.8019,3.9201,3.7770,3.8355,1820400
1991-12-09,3.8778,3.9201,3.8690,3.8865,2373600
1991-12-10,3.8778,3.9536,3.8778,3.9449,1549200
1991-12-11,3.9362,3.9617,3.9201,3.9617,1411600
1991-12-12,3.9617,4.0624,3.9617,4.0456,1744800
1991-12-13,4.0624,4.1296,4.0624,4.1040,1567200
1991-12-16,4.1215,4.1376,4.0624,4.0624,1315600
1991-12-17,4.0705,4.0705,3.9872,4.0121,2648400
1991-12-18,4.0208,4.0456,4.0121,4.0208,1536800
1991-12-19,4.0288,4.1128,4.0208,4.0879,1519200
1991-12-20,4.1967,4.3055,4.1712,4.2383,4266800
1991-12-23,4.2558,4.4237,4.2471,4.4149,1623200
1991-12-24,4.4149,4.4149,4.3142,4.3142,1428400
1991-12-26,4.3310,4.3391,4.2383,4.2974,1483600
1991-12-27,4.2639,4.2719,4.2471,4.2558,856800
1991-12-30,4.2471,4.3229,4.2048,4.3229,2246400
1991-12-31,4.3142,4.3391,4.2894,4.3391,1502800
1992-01-02,4.3142,4.3726,4.2806,4.3726,3127200
1992-01-03,4.3478,4.4317,4.3391,4.3982,1873200
1992-01-06,4.3867,4.4125,4.3528,4.3867,1771200
1992-01-07,4.3446,4.3704,4.3365,4.3616,3546000
1992-01-08,4.3446,4.3786,4.3189,4.3446,1304800
1992-01-09,4.3107,4.3616,4.3026,4.3446,2100400
1992-01-10,4.3277,4.3446,4.2768,4.2849,1437200
1992-01-13,4.2768,4.2849,4.2428,4.2768,1430800
1992-01-14,4.2510,4.2686,4.2089,4.2510,2020000
1992-01-15,4.2258,4.2347,4.1491,4.1491,2012000
1992-01-16,4.1410,4.1491,4.1070,4.1328,3719200
1992-01-17,4.1491,4.2089,4.1240,4.1919,1932400
1992-01-20,4.1668,4.1749,4.1410,4.1410,1835600
1992-01-21,4.1410,4.2089,4.1240,4.2007,1428000
1992-01-22,4.2089,4.2347,4.1919,4.2347,1589200
1992-01-23,4.2089,4.2170,4.1152,4.1831,995600
1992-01-24,4.1580,4.2089,4.1491,4.1831,1024800
1992-01-27,4.2089,4.2347,4.1919,4.2089,981200
1992-01-28,4.2258,4.2510,4.2089,4.2089,890800
1992-01-29,4.1831,4.2258,4.1328,4.1491,1478000
1992-01-30,4.1491,4.1919,4.1410,4.1749,1054400
1992-01-31,4.1919,4.2007,4.0901,4.0989,1049600
1992-02-03,4.0901,4.0989,4.0561,4.0813,1023200
1992-02-04,4.0901,4.1240,4.0650,4.1240,1371600
1992-02-05,4.1410,4.1919,4.1328,4.1491,1310400
1992-02-06,4.1410,4.1410,4.0813,4.0989,766000
1992-02-07,4.1070,4.1070,3.9034,3.9883,2655200
1992-02-10,4.0310,4.0989,4.0222,4.0731,1920000
1992-02-11,4.0813,4.1410,4.0731,4.1410,1084400
1992-02-12,4.1410,4.1668,4.1070,4.1580,854800
1992-02-13,4.1410,4.1580,4.0392,4.0901,1101600
1992-02-14,4.0561,4.0989,4.0473,4.0813,706800
1992-02-18,4.0901,4.1328,3.9543,3.9794,1069600
1992-02-19,4.0052,4.0310,3.9631,3.9971,1159200
1992-02-20,3.9971,4.0052,3.9631,3.9971,1472400
1992-02-21,3.9543,3.9713,3.8695,3.9034,2775600
1992-02-24,3.9034,3.9543,3.9034,3.9292,1215600
1992-02-25,3.9204,3.9373,3.8864,3.9204,1176000
1992-02-26,3.9373,4.0392,3.9373,4.0222,1571600
1992-02-27,4.0222,4.0561,3.9883,4.0561,1012000
1992-02-28,4.0731,4.1070,4.0650,4.0989,1608400
1992-03-02,4.1070,4.1152,4.0561,4.0650,1201200
1992-03-03,4.0813,4.0989,4.0650,4.0989,1670400
1992-03-04,4.0989,4.0989,4.0310,4.0392,988400
1992-03-05,4.0052,4.0134,3.9373,3.9543,1130400
1992-03-06,3.9713,3.9971,3.9373,3.9455,1224400
1992-03-09,3.9543,4.0052,3.9455,3.9971,704800
1992-03-10,3.9971,4.0310,3.9455,3.9543,1634800
1992-03-11,3.9543,3.9631,3.8695,3.9292,1499600
1992-03-12,3.9204,3.9204,3.8864,3.9115,837600
1992-03-13,3.9292,3.9631,3.9034,3.9543,801600
1992-03-16,3.9373,3.9713,3.9292,3.9713,673200
1992-03-17,3.9631,4.0310,3.9631,3.9971,1402800
1992-03-18,3.9883,4.0052,3.9455,3.9543,1614400
1992-03-19,3.9543,3.9883,3.9373,3.9794,959600
1992-03-20,3.9713,3.9883,3.9204,3.9883,1911600
1992-03-23,3.9794,3.9794,3.9543,3.9794,766800
1992-03-24,3.9883,3.9971,3.9631,3.9713,2417200
1992-03-25,3.9631,3.9713,3.9373,3.9455,1350400
1992-03-26,3.9631,3.9713,3.9455,3.9631,926400
1992-03-27,3.9543,3.9794,3.9292,3.9373,1166000
1992-03-30,3.9631,3.9631,3.9373,3.9373,1082000
1992-03-31,3.9373,3.9455,3.9034,3.9034,928400
1992-04-01,3.8952,3.9455,3.8952,3.9455,944800
1992-04-02,3.9455,3.9455,3.8776,3.9034,1619600
1992-04-03,3.8952,3.9292,3.8776,3.9204,643600
1992-04-06,3.9097,4.0128,3.9097,4.0039,1488800
1992-04-07,4.0039,4.0554,3.9695,3.9695,2370000
1992-04-08,3.9523,3.9606,3.8918,3.9097,2014000
1992-04-09,3.9179,3.9695,3.9097,3.9441,1682000
1992-04-10,3.9695,4.0382,3.9695,4.0382,2780400
1992-04-13,4.0382,4.1585,4.0210,4.1242,1583200
1992-04-14,4.1503,4.2011,4.1503,4.1929,1922800
1992-04-15,4.1929,4.2444,4.1846,4.2190,2119200
1992-04-16,4.2444,4.2534,4.2101,4.2273,2091600
1992-04-20,4.2101,4.2699,4.1929,4.2534,2646800
1992-04-21,4.2534,4.2877,4.2273,4.2355,1354000
1992-04-22,4.2355,4.2960,4.2190,4.2788,1532800
1992-04-23,4.2877,4.3042,4.2699,4.2960,1280800
1992-04-24,4.2960,4.3221,4.2699,4.3042,1330800
1992-04-27,4.2960,4.3475,4.2788,4.3386,1696800
1992-04-28,4.3647,4.3647,4.2960,4.3304,2089600
1992-04-29,4.3386,4.3475,4.2877,4.2960,2195200
1992-04-30,4.2960,4.3132,4.2699,4.2877,3251600
1992-05-01,4.2788,4.3132,4.2788,4.2877,937600
1992-05-04,4.2960,4.3132,4.2788,4.2877,1575200
1992-05-05,4.2877,4.2960,4.2616,4.2616,904400
1992-05-06,4.2788,4.3042,4.2444,4.2616,652400
1992-05-07,4.2616,4.2788,4.2011,4.2101,664400
1992-05-08,4.2444,4.2877,4.2355,4.2788,1301200
1992-05-11,4.2788,4.2960,4.2616,4.2699,1005200
1992-05-12,4.2788,4.2788,4.2101,4.2444,700800
1992-05-13,4.2534,4.2788,4.2355,4.2699,1364800
1992-05-14,4.2960,4.3647,4.2699,4.3647,1873600
1992-05-15,4.3647,4.3647,4.3132,4.3304,1424400
1992-05-18,4.3647,4.3819,4.3565,4.3819,631600
1992-05-19,4.3730,4.3908,4.3647,4.3819,1245600
1992-05-20,4.3730,4.3730,4.3304,4.3304,1488800
1992-05-21,4.3304,4.3304,4.2444,4.2534,776400
1992-05-22,4.2534,4.2616,4.2355,4.2444,657200
1992-05-26,4.2534,4.2534,4.1242,4.1585,2169200
1992-05-27,4.1668,4.2355,4.1585,4.2101,891200
1992-05-28,4.1929,4.2011,4.1413,4.1846,1532000
1992-05-29,4.1846,4.2273,4.1413,4.1413,1148800
1992-06-01,4.1413,4.1846,4.1324,4.1757,1148000
1992-06-02,4.1846,4.1929,4.1242,4.1242,1192000
1992-06-03,4.1324,4.1413,4.1159,4.1242,1073200
1992-06-04,4.1159,4.1324,4.1070,4.1242,774800
1992-06-05,4.1242,4.1929,4.1242,4.1503,1072400
1992-06-08,4.1668,4.2011,4.1668,4.2011,853600
1992-06-09,4.2011,4.2190,4.1846,4.2011,657200
1992-06-10,4.1929,4.2011,4.1413,4.1413,1288400
1992-06-11,4.1757,4.2444,4.1413,4.2444,1272000
1992-06-12,4.2444,4.2616,4.2190,4.2273,771600
1992-06-15,4.2101,4.2616,4.1846,4.2444,780800
1992-06-16,4.2273,4.2788,4.2273,4.2534,626000
1992-06-17,4.2355,4.2355,4.1846,4.2101,2049200
1992-06-18,4.2011,4.2190,4.1503,4.1929,1825600
1992-06-19,4.2011,4.2534,4.2011,4.2355,1177200
1992-06-22,4.2190,4.2190,4.1757,4.2190,708400
1992-06-23,4.2190,4.2190,4.1668,4.1668,883600
1992-06-24,4.1757,4.1846,4.1070,4.1159,1677200
1992-06-25,4.0980,4.1159,4.0815,4.0898,1071200
1992-06-26,4.0898,4.1242,4.0898,4.1159,1070400
1992-06-29,4.1159,4.1846,4.1159,4.1668,926400
1992-06-30,4.1846,4.2011,4.1846,4.1929,1082400
1992-07-01,4.1929,4.2788,4.1846,4.2788,1334800
1992-07-02,4.2877,4.3386,4.2788,4.3221,1127200
1992-07-06,4.3716,4.4411,4.3716,4.4321,1554000
1992-07-07,4.4495,4.4842,4.4231,4.4321,2007600
1992-07-08,4.4231,4.4411,4.4147,4.4411,1537200
1992-07-09,4.4495,4.4668,4.4411,4.4411,916400
1992-07-10,4.4411,4.4411,4.4064,4.4147,922400
1992-07-13,4.4064,4.4231,4.3883,4.4064,711600
1992-07-14,4.3973,4.4321,4.3973,4.4231,604000
1992-07-15,4.4231,4.4759,4.4147,4.4759,986800
1992-07-16,4.4668,4.5885,4.4578,4.5885,1771200
1992-07-17,4.5802,4.6059,4.5454,4.5885,1668000
1992-07-20,4.5538,4.5711,4.5273,4.5454,1402800
1992-07-21,4.5621,4.5711,4.5016,4.5190,1516400
1992-07-22,4.5364,4.5364,4.4926,4.4926,1582800
1992-07-23,4.4926,4.5106,4.4842,4.5106,864000
1992-07-24,4.4926,4.5273,4.4759,4.4926,1232000
1992-07-27,4.5016,4.5538,4.5016,4.5454,555200
1992-07-28,4.5364,4.5538,4.5106,4.5273,1495200
1992-07-29,4.5621,4.6149,4.5621,4.5711,2602000
1992-07-30,4.5711,4.5802,4.5454,4.5621,1742400
1992-07-31,4.5454,4.5802,4.5364,4.5802,982000
1992-08-03,4.5711,4.5885,4.5454,4.5538,1145200
1992-08-04,4.5621,4.5711,4.5454,4.5711,778800
1992-08-05,4.5711,4.6059,4.5538,4.5885,963200
1992-08-06,4.5969,4.5969,4.5273,4.5538,1239600
1992-08-07,4.5538,4.5885,4.5454,4.5454,1061200
1992-08-10,4.5364,4.5454,4.5106,4.5364,1230400
1992-08-11,4.5621,4.5885,4.5273,4.5885,911600
1992-08-12,4.5802,4.6059,4.5621,4.5621,1019600
1992-08-13,4.5711,4.5969,4.5621,4.5885,1178400
1992-08-14,4.6149,4.6845,4.6059,4.6754,1297600
1992-08-17,4.6845,4.7887,4.6845,4.7707,2524800
1992-08-18,4.7707,4.7887,4.7449,4.7797,1572400
1992-08-19,4.7797,4.7797,4.7623,4.7623,1745200
1992-08-20,4.7707,4.7797,4.7540,4.7623,1216000
1992-08-21,4.7707,4.7971,4.7449,4.7797,2102800
1992-08-24,4.7276,4.7623,4.7102,4.7276,1286000
1992-08-25,4.7276,4.7797,4.7102,4.7707,930000
1992-08-26,4.7623,4.7623,4.7192,4.7276,1045600
1992-08-27,4.7359,4.7449,4.6845,4.6928,1384000
1992-08-28,4.6928,4.7011,4.6233,4.6316,1358800
1992-08-31,4.6497,4.6497,4.6149,4.6233,772400
1992-09-01,4.6233,4.7011,4.6149,4.7011,1203600
1992-09-02,4.7011,4.7102,4.6664,4.6845,1982400
1992-09-03,4.6845,4.6928,4.6407,4.6754,1292000
1992-09-04,4.6580,4.7102,4.6580,4.6845,588400
1992-09-08,4.6664,4.6845,4.6580,4.6664,1280800
1992-09-09,4.6664,4.6928,4.6580,4.6580,1330800
1992-09-10,4.6754,4.6845,4.6580,4.6580,1731200
1992-09-11,4.6580,4.6580,4.5621,4.5711,1304400
1992-09-14,4.5969,4.6149,4.5802,4.6059,1546000
1992-09-15,4.5885,4.6149,4.5364,4.5454,160400
1992-09-16,4.5364,4.5802,4.5190,4.5364,1395600
1992-09-17,4.5364,4.5538,4.5273,4.5364,673600
1992-09-18,4.5969,4.6149,4.5711,4.5969,1595600
1992-09-21,4.5885,4.5885,4.5016,4.5106,1124400
1992-09-22,4.4926,4.5106,4.4668,4.4759,1912400
1992-09-23,4.4759,4.5273,4.4759,4.5273,1105600
1992-09-24,4.5538,4.5802,4.5538,4.5802,859600
1992-09-25,4.5802,4.6149,4.5621,4.5969,1046800
1992-09-28,4.6059,4.6407,4.5802,4.6407,873200
1992-09-29,4.6316,4.6845,4.6233,4.6845,1060000
1992-09-30,4.6845,4.7623,4.6754,4.7623,2303200
1992-10-01,4.7540,4.7707,4.7449,4.7623,979200
1992-10-02,4.7449,4.7623,4.7102,4.7192,922000
1992-10-05,4.7266,4.7617,4.6120,4.6914,2534000
1992-10-06,4.6738,4.6738,4.6120,4.6563,832400
1992-10-07,4.6471,4.6823,4.6120,4.6120,1550400
1992-10-08,4.5951,4.6471,4.5600,4.6471,1839600
1992-10-09,4.6387,4.6738,4.6120,4.6738,1035600
1992-10-12,4.6914,4.8060,4.6914,4.8060,1226400
1992-10-13,4.8060,4.8580,4.7968,4.8320,1285600
1992-10-14,4.8144,4.8580,4.7968,4.8228,1292400
1992-10-15,4.7968,4.8228,4.7968,4.8144,1126000
1992-10-16,4.8144,4.8495,4.7617,4.8320,1586000
1992-10-19,4.8144,4.9283,4.8144,4.9023,1868400
1992-10-20,4.9198,4.9550,4.8411,4.8580,1662800
1992-10-21,4.8671,4.8671,4.7174,4.7174,4195200
1992-10-22,4.7441,4.7526,4.6036,4.6120,3921600
1992-10-23,4.6120,4.6387,4.5860,4.6120,2774000
1992-10-26,4.6036,4.6654,4.5768,4.6654,1077600
1992-10-27,4.6563,4.7005,4.6563,4.6823,834800
1992-10-28,4.6563,4.7090,4.6211,4.7005,1515200
1992-10-29,4.7090,4.7441,4.6914,4.7090,624400
1992-10-30,4.7266,4.7266,4.6823,4.6914,986400
1992-11-02,4.6914,4.7441,4.6823,4.7441,820000
1992-11-03,4.7357,4.7357,4.6563,4.6654,628800
1992-11-04,4.6563,4.7090,4.6211,4.6914,1018000
1992-11-05,4.6738,4.6738,4.5951,4.6211,1375200
1992-11-06,4.6211,4.6211,4.5248,4.5333,2061600
1992-11-09,4.5066,4.5248,4.4630,4.4897,2789200
1992-11-10,4.4806,4.5333,4.4630,4.4981,1741200
1992-11-11,4.4981,4.5157,4.4897,4.4981,1555600
1992-11-12,4.5157,4.5417,4.4981,4.5248,1646000
1992-11-13,4.5417,4.5684,4.5157,4.5333,1087200
1992-11-16,4.5333,4.5860,4.5333,4.5768,1265600
1992-11-17,4.6036,4.6387,4.5951,4.6211,1244000
1992-11-18,4.6211,4.7357,4.6211,4.7266,2214000
1992-11-19,4.7441,4.8228,4.7441,4.8228,1476400
1992-11-20,4.8495,4.8671,4.8320,4.8495,1689600
1992-11-23,4.8320,4.8580,4.8060,4.8495,851600
1992-11-24,4.8411,4.9023,4.8411,4.8931,1592000
1992-11-25,4.8763,4.9725,4.8763,4.9550,1938800
1992-11-27,4.9550,4.9817,4.9114,4.9114,748800
1992-11-30,4.9114,4.9374,4.8671,4.8763,2164800
1992-12-01,4.8495,4.8931,4.8320,4.8763,1234000
1992-12-02,4.8495,4.8931,4.8320,4.8763,960800
1992-12-03,4.8847,4.9634,4.8847,4.9634,1463600
1992-12-04,4.9634,4.9634,4.8931,4.9198,665200
1992-12-07,4.9374,4.9901,4.9023,4.9817,1262400
1992-12-08,4.9725,5.0520,4.9725,5.0520,1025600
1992-12-09,5.0520,5.0520,4.9817,4.9985,1311600
1992-12-10,4.9901,4.9985,4.9550,4.9817,961200
1992-12-11,4.9901,5.0077,4.9725,4.9985,1146400
1992-12-14,5.0168,5.0520,4.9901,4.9901,1772800
1992-12-15,4.9985,5.0077,4.9725,4.9901,1607200
1992-12-16,5.0077,5.0337,4.9901,5.0168,944400
1992-12-17,5.0337,5.1131,5.0253,5.0871,1458400
1992-12-18,5.1483,5.2010,5.0955,5.2010,2401600
1992-12-21,5.2010,5.2185,5.1307,5.2010,1575600
1992-12-22,5.2010,5.2277,5.1574,5.1574,1092800
1992-12-23,5.1483,5.2277,5.1483,5.2094,2182800
1992-12-24,5.2010,5.2094,5.1743,5.1834,415600
1992-12-28,5.1743,5.1743,5.1222,5.1574,780000
1992-12-29,5.1574,5.2010,5.1222,5.1222,947200
1992-12-30,5.1222,5.1743,5.1222,5.1743,1243600
1992-12-31,5.1834,5.2537,5.1834,5.2010,1578800
1993-01-04,5.1997,5.2260,5.1550,5.1820,1744000
1993-01-05,5.1735,5.1905,5.1550,5.1735,1791600
1993-01-06,5.1642,5.2260,5.1380,5.2260,1050400
1993-01-07,5.2445,5.2615,5.1997,5.2352,1328800
1993-01-08,5.2260,5.2260,5.1642,5.1642,1489200
1993-01-11,5.1287,5.1905,5.1287,5.1642,1294000
1993-01-12,5.1735,5.2090,5.1735,5.1905,1925600
1993-01-13,5.1997,5.2970,5.1997,5.2799,1742400
1993-01-14,5.2799,5.3417,5.2615,5.3417,1556000
1993-01-15,5.3595,5.3680,5.2707,5.2799,1751200
1993-01-18,5.2799,5.2885,5.2175,5.2260,1794000
1993-01-19,5.2260,5.2445,5.2175,5.2445,1151200
1993-01-20,5.2352,5.2445,5.1110,5.1195,3803200
1993-01-21,5.1287,5.2090,5.1195,5.2090,1748400
1993-01-22,5.1997,5.2175,5.1735,5.1735,1726800
1993-01-25,5.1735,5.1997,5.1642,5.1735,1430000
1993-01-26,5.1642,5.1735,5.1025,5.1025,1734800
1993-01-27,5.1110,5.1195,5.1025,5.1025,3116000
1993-01-28,5.1025,5.1110,5.0485,5.0578,928800
1993-01-29,5.0485,5.0485,4.8803,4.8895,3359600
1993-02-01,4.9158,4.9868,4.9066,4.9868,2691600
1993-02-02,4.9868,5.0485,4.9605,5.0400,1536000
1993-02-03,5.0400,5.0840,5.0130,5.0400,1504000
1993-02-04,5.0578,5.0755,5.0223,5.0223,1309600
1993-02-05,5.0130,5.0223,4.9513,4.9690,1137200
1993-02-08,4.9513,4.9690,4.9335,4.9421,841200
1993-02-09,4.9335,4.9421,4.8895,4.8895,1277600
1993-02-10,4.8980,4.9250,4.8540,4.9250,1245200
1993-02-11,4.9158,4.9775,4.9158,4.9513,2051200
1993-02-12,4.9605,5.0315,4.9605,5.0223,1726800
1993-02-16,5.0223,5.0315,4.9960,5.0045,1369200
1993-02-17,5.0223,5.0223,4.9605,5.0045,1502800
1993-02-18,5.0755,5.1110,5.0223,5.0933,1819600
1993-02-19,5.0755,5.1820,5.0400,5.1380,1544400
1993-02-22,5.1465,5.2707,5.1465,5.2175,1121200
1993-02-23,5.2445,5.2885,5.2260,5.2530,1204800
1993-02-24,5.2530,5.2615,5.1997,5.2530,892800
1993-02-25,5.2530,5.2707,5.1905,5.2175,1416800
1993-02-26,5.2175,5.2970,5.2175,5.2885,1445600
1993-03-01,5.2885,5.2970,5.2260,5.2445,724000
1993-03-02,5.2352,5.3325,5.2260,5.3325,1118000
1993-03-03,5.3154,5.3680,5.3062,5.3417,655200
1993-03-04,5.3325,5.3680,5.3240,5.3417,646000
1993-03-05,5.3417,5.3509,5.2970,5.3062,1405600
1993-03-08,5.3062,5.3417,5.2799,5.3062,1704400
1993-03-09,5.3062,5.3240,5.2530,5.2530,2176800
1993-03-10,5.2530,5.2530,5.2090,5.2445,1359200
1993-03-11,5.2445,5.2530,5.1642,5.1735,1082000
1993-03-12,5.1820,5.1820,5.0933,5.0933,1516800
1993-03-15,5.1025,5.1465,5.1025,5.1380,848800
1993-03-16,5.1550,5.2175,5.1550,5.1820,1277200
1993-03-17,5.1642,5.1735,5.1110,5.1110,1025600
1993-03-18,5.1195,5.1195,5.1025,5.1195,1553200
1993-03-19,5.1550,5.1820,5.1195,5.1195,1782800
1993-03-22,5.1025,5.1465,5.0755,5.1465,1029600
1993-03-23,5.1642,5.2090,5.1550,5.1997,1126400
1993-03-24,5.1997,5.2445,5.1820,5.2352,959600
1993-03-25,5.2260,5.2885,5.2175,5.2885,932400
1993-03-26,5.3062,5.3864,5.2885,5.3772,1770000
1993-03-29,5.4035,5.4659,5.3949,5.4127,1600800
1993-03-30,5.4035,5.4574,5.4035,5.4574,608400
1993-03-31,5.4659,5.5454,5.4659,5.5454,1972800
1993-04-01,5.5369,5.5369,5.4929,5.5284,942800
1993-04-02,5.5200,5.5200,5.4483,5.4755,1219600
1993-04-05,5.4662,5.5286,5.4662,5.5286,787600
1993-04-06,5.5472,5.6003,5.5286,5.5916,1087600
1993-04-07,5.5916,5.5916,5.5114,5.5200,1001200
1993-04-08,5.5472,5.5472,5.4662,5.4841,836000
1993-04-12,5.5114,5.5916,5.5114,5.5916,934800
1993-04-13,5.5916,5.5916,5.5472,5.5737,1060000
1993-04-14,5.5830,5.6275,5.5737,5.6275,847600
1993-04-15,5.6275,5.7078,5.6275,5.6719,1002000
1993-04-16,5.7264,5.8067,5.7171,5.7709,1445200
1993-04-19,5.7795,5.8426,5.7350,5.7795,1451200
1993-04-20,5.7888,5.8067,5.7350,5.7529,1434400
1993-04-21,5.7529,5.7623,5.6992,5.6992,971600
1993-04-22,5.6813,5.6813,5.5558,5.5644,1058800
1993-04-23,5.5379,5.5558,5.4755,5.5472,941600
1993-04-26,5.5644,5.6275,5.5558,5.6275,935200
1993-04-27,5.6096,5.6096,5.5644,5.5830,911600
1993-04-28,5.5644,5.5737,5.4210,5.4483,1107600
1993-04-29,5.4483,5.5379,5.3945,5.4927,1070000
1993-04-30,5.5114,5.5558,5.5114,5.5379,1037600
1993-05-03,5.5286,5.5558,5.5020,5.5558,1454800
1993-05-04,5.5558,5.5737,5.5379,5.5558,993600
1993-05-05,5.5558,5.5644,5.4755,5.4927,862400
1993-05-06,5.4927,5.5020,5.4038,5.4210,1338400
1993-05-07,5.4304,5.4397,5.3407,5.3407,1670800
1993-05-10,5.3493,5.4038,5.3407,5.3945,1945600
1993-05-11,5.4210,5.5020,5.4124,5.4569,1351200
1993-05-12,5.4662,5.4841,5.4210,5.4483,1581600
1993-05-13,5.4304,5.4397,5.3852,5.4124,1052800
1993-05-14,5.3945,5.4210,5.3852,5.4210,866400
1993-05-17,5.4124,5.4124,5.3321,5.3852,1718800
1993-05-18,5.3680,5.3766,5.3493,5.3680,1506400
1993-05-19,5.3493,5.4569,5.3049,5.4397,1909600
1993-05-20,5.4038,5.4483,5.3945,5.4210,1332000
1993-05-21,5.4210,5.4210,5.3680,5.3852,1322400
1993-05-24,5.3766,5.4038,5.3321,5.3587,1122400
1993-05-25,5.3407,5.3587,5.3321,5.3587,1165600
1993-05-26,5.3952,5.4669,5.3594,5.4483,546000
1993-05-27,5.4841,5.5200,5.3952,5.4841,1661000
1993-05-28,5.4669,5.5028,5.4124,5.5028,1143200
1993-06-01,5.5200,5.5916,5.4841,5.5386,1239600
1993-06-02,5.5200,5.5558,5.4669,5.5200,773000
1993-06-03,5.4841,5.5744,5.4669,5.5386,1747800
1993-06-04,5.5028,5.5558,5.4841,5.5200,1108600
1993-06-07,5.5200,5.5386,5.4841,5.5028,1558600
1993-06-08,5.5200,5.5386,5.4483,5.4669,1521600
1993-06-09,5.5028,5.6461,5.5028,5.5916,868200
1993-06-10,5.6103,5.6275,5.5386,5.5386,870200
1993-06-11,5.5744,5.5916,5.5558,5.5916,1245400
1993-06-14,5.6275,5.6633,5.5744,5.5916,1153000
1993-06-15,5.5744,5.6275,5.5200,5.5200,897400
1993-06-16,5.4483,5.4841,5.4124,5.4669,1799200
1993-06-17,5.4841,5.5200,5.4483,5.4669,1200200
1993-06-18,5.4311,5.4669,5.3766,5.3766,2123400
1993-06-21,5.4124,5.4669,5.4124,5.4311,1639600
1993-06-22,5.4483,5.4669,5.3952,5.4311,1607800
1993-06-23,5.4124,5.4311,5.3766,5.4124,1320400
1993-06-24,5.3766,5.4124,5.3407,5.3766,1270200
1993-06-25,5.3952,5.3952,5.3235,5.3594,682400
1993-06-28,5.3594,5.4669,5.3594,5.4483,1180400
1993-06-29,5.4669,5.5028,5.4311,5.4669,973800
1993-06-30,5.4669,5.5386,5.4669,5.5386,1533000
1993-07-01,5.5916,5.7350,5.5744,5.6633,2436400
1993-07-02,5.6648,5.6822,5.6098,5.6286,1649200
1993-07-06,5.6460,5.7734,5.6460,5.6648,1491200
1993-07-07,5.6648,5.7184,5.6098,5.6286,1361200
1993-07-08,5.6460,5.7372,5.5924,5.7184,1933200
1993-07-09,5.6822,5.7184,5.6460,5.7010,823600
